Planet Name,Parsecs from Earth,Planet Mass,Stellar Magnitude,Discovery Date,Planet Radius,Planet Type,Discovery Method,Orbital Radius,Orbital Period,Eccentricity
TOI-1753 b,,16.6 Earths,11.831,2024,2.479 x Earth,Super Earth,Transit,0.059 AU,5.4 days,0.0
TOI-1723 b,,10.4 Earths,9.664,2024,0.294 x Jupiter,Neptune-like,Transit,0.114 AU,13.7 days,0.0
TOI-1691 b,,14.6 Earths,10.134,2024,0.318 x Jupiter,Neptune-like,Transit,0.126 AU,16.7 days,0.0
TOI-762 A b,,0.251 Jupiters,16,2024,0.744 x Jupiter,Gas Giant,Transit,0.03418 AU,3.5 days,< 0.083
TOI-480 b,,20.8 Earths,7.28,2024,0.255 x Jupiter,Neptune-like,Transit,0.077 AU,6.9 days,0.0
TOI-260 b,,4.23 Earths,9.9,2024,,,,,,
TOI-5301 b,,3.72 Jupiters,11.738,2024,1.168 x Jupiter,Gas Giant,Transit,0.073 AU,5.9 days,0.33
TOI-5232 b,,2.34 Jupiters,12.246,2024,1.14 x Jupiter,Gas Giant,Transit,0.05593 AU,4.1 days,0.04
TOI-4153 b,,1.15 Jupiters,11.601,2024,1.438 x Jupiter,Gas Giant,Transit,0.06311 AU,4.6 days,0.04
TOI-3919 b,,3.88 Jupiters,12.858,2024,1.099 x Jupiter,Gas Giant,Transit,0.0795 AU,7.4 days,0.26
TOI-3894 b,,0.82 Jupiters,11.992,2024,1.363 x Jupiter,Gas Giant,Transit,0.05354 AU,4.3 days,0.05
TOI-3321 b,,0.554 Jupiters,11.076,2024,1.388 x Jupiter,Gas Giant,Transit,0.047 AU,3.7 days,0.05
TOI-2368 b,,0.65 Jupiters,12.486,2024,0.967 x Jupiter,Gas Giant,Transit,0.05649 AU,5.2 days,0.06
